Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
1.,Meiko,"Tian, Ye",China,"$157,475.00","$574,679.97",27.40%,"$574,679.97",27.40%
2.,Scout,"Lee, Ye Chan",Republic of Korea,"$157,475.00","$485,962.97",32.40%,"$485,962.97",32.40%
3.,Viper,"Park, Do Hyeon",Republic of Korea,"$157,475.00","$269,157.13",58.51%,"$269,157.13",58.51%
4.,Flandre,"Li, Xuanjun",China,"$157,475.00","$259,640.35",60.65%,"$259,640.35",60.65%
5.,JieJie,"Zhao, Lijie",China,"$157,475.00","$221,916.88",70.96%,"$221,916.88",70.96%
6.,Khan,"Kim, Dong Ha",Republic of Korea,"$153,023.46","$400,503.04",38.21%,"$400,503.04",38.21%
7.,ShowMaker,"Heo, Su",Republic of Korea,"$152,877.51","$378,500.69",40.39%,"$378,500.69",40.39%
8.,BeryL,"Cho, Geon Hee",Republic of Korea,"$148,563.16","$401,057.83",37.04%,"$401,057.83",37.04%
9.,Canyon,"Kim, Geon Bu",Republic of Korea,"$148,563.16","$397,292.18",37.39%,"$397,292.18",37.39%
10.,Ghost,"Jang, Yong Jun",Republic of Korea,"$148,563.16","$301,376.59",49.29%,"$301,376.59",49.29%
11.,Xiaohu,"Li, Yuanhao",China,"$99,026.33","$791,017.07",12.52%,"$791,017.07",12.52%
12.,Ming,"Shi, Senming",China,"$99,026.33","$580,139.79",17.07%,"$580,139.79",17.07%
13.,Gala,"Chen, Wei",China,"$99,026.33","$274,437.23",36.08%,"$274,437.23",36.08%
14.,wei,"Yan, Yang Wei",China,"$99,026.33","$215,203.38",46.02%,"$215,203.38",46.02%
15.,Cryin,"Yuan, Cheng Wei",China,"$99,026.33","$99,026.33",100.00%,"$99,026.33",100.00%
16.,Humanoid,Marek Brázda,Czech Republic,"$62,886.28","$198,610.38",31.66%,"$198,610.38",31.66%
17.,Carzzy,Matyáš Orság,Czech Republic,"$62,886.28","$149,612.88",42.03%,"$149,612.88",42.03%
18.,Elyoya,Javier Prades,Spain,"$62,886.28","$118,718.55",52.97%,"$118,718.55",52.97%
19.,Kaiser,Norman Kaiser,Germany,"$62,886.28","$115,963.74",54.23%,"$115,963.74",54.23%
20.,Armut,İrfan Berk Tükek,Turkey,"$62,886.28","$85,573.99",73.49%,"$85,573.99",73.49%
21.,Tian,"Gao, Tianliang",China,"$54,039.64","$417,514.97",12.94%,"$417,514.97",12.94%
22.,Crisp,"Liu, Qingsong",China,"$54,039.64","$402,411.26",13.43%,"$402,411.26",13.43%
23.,doinb,"Kim, Tae Sang",Republic of Korea,"$54,039.64","$397,226.23",13.60%,"$397,226.23",13.60%
