Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
1.,TaySon,Tai Starčič,Slovenia,"$226,045.12","$1,162,451.60",19.45%,"$1,162,451.60",19.45%
2.,JannisZ,Jannis Matwin,Germany,"$209,045.12","$808,603.38",25.85%,"$808,603.38",25.85%
3.,Wolfiez,Jaden Ashman,U.K. of Great Britain and Northern Ireland,"$168,831.40","$1,367,708.07",12.34%,"$1,367,708.07",12.34%
4.,Furious,- -,United States of America,"$151,318.34","$160,568.34",94.24%,"$160,568.34",94.24%
5.,Andilex,Alexandre Christophe,France,"$150,555.00","$431,493.84",34.89%,"$431,493.84",34.89%
6.,BenjyFishy,Benjy David Fish,U.K. of Great Britain and Northern Ireland,"$150,139.60","$638,594.34",23.51%,"$652,275.32",23.02%
7.,Th0masHD,Thomas Høxbro Davidsen,Denmark,"$141,095.00","$1,120,951.84",12.59%,"$1,120,951.84",12.59%
8.,Aqua,David Wang,Austria,"$115,808.00","$2,190,575.23",5.29%,"$2,195,575.23",5.27%
9.,MrSavage,Martin Foss,Norway,"$113,914.73","$530,530.90",21.47%,"$530,530.90",21.47%
10.,Arkhram,Diego Lima,United States of America,"$102,291.68","$791,861.68",12.92%,"$791,861.68",12.92%
11.,Stretch,Josef Liepshutz,United States of America,"$97,014.90","$264,443.24",36.69%,"$264,443.24",36.69%
12.,Hen,Henrik Mclean,U.K. of Great Britain and Northern Ireland,"$96,940.00","$739,497.84",13.11%,"$739,497.84",13.11%
13.,Decyptos,Thomas Cottu,France,"$96,720.00","$220,590.29",43.85%,"$220,590.29",43.85%
14.,Mitr0,Dmitri Van de Vrie,Netherlands,"$92,520.00","$830,344.81",11.14%,"$830,344.81",11.14%
15.,Bugha,Kyle Giersdorf,United States of America,"$91,203.38","$3,672,300.05",2.48%,"$3,684,966.72",2.48%
16.,Mongraal,Kyle Jackson,U.K. of Great Britain and Northern Ireland,"$89,100.00","$718,429.23",12.40%,"$718,429.23",12.40%
17.,Kami,Michał Kamiński,Poland,"$88,388.33","$1,421,194.20",6.22%,"$1,421,194.20",6.22%
18.,Flikk,Nikolaj Andreas Frøslev,Denmark,"$85,775.00","$234,913.00",36.51%,"$234,913.00",36.51%
19.,rezon ay,Lennard Sill,Germany,"$83,078.00","$435,981.00",19.06%,"$435,981.00",19.06%
20.,Commandment,Josh Roach,United States of America,"$82,852.32","$509,723.99",16.25%,"$509,723.99",16.25%
21.,xsweeze,Cyprien Dumonteil,France,"$81,990.00","$229,720.61",35.69%,"$229,720.61",35.69%
22.,jahq,Jack Downs,United States of America,"$81,642.44","$225,219.10",36.25%,"$225,219.10",36.25%
23.,Khanada,Leon Khim,United States of America,"$78,018.34","$559,499.67",13.94%,"$559,499.67",13.94%
24.,Cented,Evan Barron,Canada,"$76,527.29","$492,309.79",15.54%,"$492,309.79",15.54%
25.,LeTsHe,Kevin Fedjuschkin,Germany,"$76,094.73","$181,254.73",41.98%,"$181,254.73",41.98%
26.,Frosty,Vinicius Alexandre,Brazil,"$75,050.00","$164,625.00",45.59%,"$164,625.00",45.59%
27.,Queasy,Aleksa Cvetkovic,Serbia,"$73,425.00","$1,020,170.50",7.20%,"$1,020,170.50",7.20%
28.,K1nzell,Blaž Lešnik,Slovenia,"$73,350.00","$327,047.53",22.43%,"$327,047.53",22.43%
29.,Zayt,Williams Aubin,Canada,"$73,164.76","$1,204,256.42",6.08%,"$1,331,181.42",5.50%
30.,Assault,Kovon Richardson,United States of America,"$70,950.00","$102,300.00",69.35%,"$117,750.00",60.25%
31.,Breso,Leevi Breslin,Australia,"$70,460.00","$82,185.00",85.73%,"$82,185.00",85.73%
32.,Edgey,Ben Peterson,United States of America,"$70,260.65","$511,263.15",13.74%,"$511,263.15",13.74%
33.,Anas,Anas El-Abd,Denmark,"$69,975.00","$1,593,377.55",4.39%,"$1,593,377.55",4.39%
34.,Nayte,Nathan Berquignol,France,"$69,855.00","$558,401.11",12.51%,"$558,508.75",12.51%
35.,EpikWhale,Shane Cotton,United States of America,"$69,250.65","$1,821,187.32",3.80%,"$1,821,187.32",3.80%
36.,Avery,Jilani Bouajila,Canada,"$67,170.04","$277,675.04",24.19%,"$277,675.04",24.19%
37.,Coop,Sean Cooper,United States of America,"$66,594.44","$79,659.44",83.60%,"$79,659.44",83.60%
38.,Saf,Rocco Morales,United States of America,"$65,245.36","$1,209,607.02",5.39%,"$1,209,607.02",5.39%
39.,teeq,Maciej Radzio,Poland,"$63,900.00","$494,621.43",12.92%,"$494,621.43",12.92%
40.,Artor,Artur Wielgosz,Poland,"$62,406.67","$132,336.67",47.16%,"$132,336.67",47.16%
41.,Kiryache,Kirill Grishin,Russian Federation,"$62,065.00","$395,643.80",15.69%,"$395,643.80",15.69%
42.,Noahreyli,Noah Rey,Switzerland,"$61,498.00","$322,195.24",19.09%,"$322,195.24",19.09%
43.,Megga,Noam Ackenine,United States of America,"$59,916.66","$412,538.32",14.52%,"$412,538.32",14.52%
44.,Rakso,Oskar Zawadzki,Poland,"$57,156.67","$89,006.46",64.22%,"$89,006.46",64.22%
45.,Vadeal,Alexander Schlik,Germany,"$54,220.00","$534,260.50",10.15%,"$534,260.50",10.15%
46.,Reverse2k,Malachi Greiner,United States of America,"$53,865.24","$352,231.92",15.29%,"$352,481.92",15.28%
