Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
1.,Kami,Michał Kamiński,Poland,"$718,647.00","$1,421,194.20",50.57%,"$1,421,194.20",50.57%
2.,mero,Matthew Faitel,Canada,"$569,145.00","$1,008,950.00",56.41%,"$1,008,950.00",56.41%
3.,Cooper,Cooper Smith,United States of America,"$565,545.00","$578,480.00",97.76%,"$578,480.00",97.76%
4.,Setty,Iwa Zając,Poland,"$428,386.22","$1,077,051.81",39.77%,"$1,079,251.81",39.69%
5.,Japko,Aleksy Jabłoński,Poland,"$286,775.00","$297,300.00",96.46%,"$297,300.00",96.46%
6.,TruleX,Nikola Krudulj,Serbia,"$277,252.27","$531,292.00",52.18%,"$532,792.00",52.04%
7.,Chico,- -,Bosnia & Herzegovina,"$273,729.46","$361,569.04",75.71%,"$362,269.04",75.56%
8.,Malibuca,Danila Yakovenko,Russian Federation,"$264,464.34","$868,813.65",30.44%,"$868,813.65",30.44%
9.,Queasy,Aleksa Cvetkovic,Serbia,"$249,191.50","$1,020,170.50",24.43%,"$1,020,170.50",24.43%
10.,Th0masHD,Thomas Høxbro Davidsen,Denmark,"$247,248.84","$1,120,951.84",22.06%,"$1,120,951.84",22.06%
11.,Veno,Harry Pearson,U.K. of Great Britain and Northern Ireland,"$223,450.96","$766,450.96",29.15%,"$766,450.96",29.15%
12.,Acorn,Abdullah Akhras,Canada,"$220,716.00","$603,002.39",36.60%,"$603,002.39",36.60%
13.,merstachhh,Andrej Piratov,Latvia,"$213,425.88","$556,406.79",38.36%,"$556,406.79",38.36%
14.,TaySon,Tai Starčič,Slovenia,"$212,587.60","$1,162,451.60",18.29%,"$1,162,451.60",18.29%
15.,Pixie,- -,Sweden,"$204,593.35","$216,143.35",94.66%,"$223,843.35",91.40%
16.,Khanada,Leon Khim,United States of America,"$177,118.00","$559,499.67",31.66%,"$559,499.67",31.66%
17.,eomzo,- -,Canada,"$168,320.00","$232,388.34",72.43%,"$232,388.34",72.43%
18.,Ajerss,- -,United States of America,"$166,550.00","$335,860.01",49.59%,"$335,860.01",49.59%
19.,Cold,- -,United States of America,"$165,450.00","$406,425.00",40.71%,"$406,425.00",40.71%
20.,FHD,Fahad Yaseer,Saudi Arabia,"$160,550.00","$181,375.00",88.52%,"$181,375.00",88.52%
21.,Hero,- -,Saudi Arabia,"$160,425.00","$185,180.00",86.63%,"$185,180.00",86.63%
22.,Cheatiin,- -,Germany,"$158,721.45","$174,721.45",90.84%,"$174,721.45",90.84%
23.,Rise,- -,Canada,"$157,425.00","$224,095.00",70.25%,"$224,095.00",70.25%
24.,Threats,Aidan Mong,Cuba,"$133,611.67","$204,106.67",65.46%,"$204,106.67",65.46%
25.,Bugha,Kyle Giersdorf,United States of America,"$127,485.00","$3,672,300.05",3.47%,"$3,684,966.72",3.46%
26.,Chubs,- -,United States of America,"$118,400.00","$125,675.00",94.21%,"$125,675.00",94.21%
27.,SwizzY,Egor Luciko,Russian Federation,"$116,650.00","$157,850.00",73.90%,"$157,850.00",73.90%
28.,Brycx,- -,United States of America,"$115,675.00","$123,530.00",93.64%,"$123,530.00",93.64%
29.,Shelom,- -,Japan,"$113,850.00","$124,225.00",91.65%,"$124,225.00",91.65%
30.,Russ,- -,Japan,"$112,600.00","$112,600.00",100.00%,"$112,600.00",100.00%
31.,Gntl,Abdullah Albaqami,Saudi Arabia,"$109,200.00","$136,460.00",80.02%,"$136,460.00",80.02%
32.,Escdark,Ridha Shamlooh,Bahrain,"$108,375.00","$109,450.00",99.02%,"$109,450.00",99.02%
33.,Refsgaard,Oscar Dalgas Refsgaard,Denmark,"$107,278.16","$342,605.66",31.31%,"$342,605.66",31.31%
34.,Putrick,Daniil Abdrakhmanov,Russian Federation,"$104,050.00","$220,111.81",47.27%,"$220,111.81",47.27%
35.,Pinq,Zachariah Siddall,U.K. of Great Britain and Northern Ireland,"$103,440.05","$435,301.16",23.76%,"$435,301.16",23.76%
36.,Dukez,Lucas Cardenas,Mexico,"$101,538.46","$340,853.46",29.79%,"$340,853.46",29.79%
37.,Vanyak3kktis,Vanya Sakach,Ukraine,"$97,535.00","$118,960.00",81.99%,"$119,120.00",81.88%
38.,Edgey,Ben Peterson,United States of America,"$94,762.50","$511,263.15",18.53%,"$511,263.15",18.53%
39.,zAndy,Andrei Ursu,Romania,"$89,611.45","$302,246.45",29.65%,"$302,246.45",29.65%
40.,Karmy,Nikita Artamonov,Estonia,"$89,428.00","$108,303.00",82.57%,"$108,303.00",82.57%
41.,Pollo,- -,Mexico,"$86,475.00","$134,575.00",64.26%,"$134,575.00",64.26%
42.,Mikson,Mikołaj Kazanecki,Poland,"$79,633.50","$123,383.50",64.54%,"$123,543.50",64.46%
43.,Parz,- -,United States of America,"$79,300.00","$112,725.00",70.35%,"$112,725.00",70.35%
44.,Bacca,- -,United States of America,"$78,800.00","$112,950.00",69.77%,"$112,950.00",69.77%
45.,Blacha,Błazej Surmacz,Poland,"$78,378.50","$89,403.50",87.67%,"$89,403.50",87.67%
46.,rezon ay,Lennard Sill,Germany,"$77,393.00","$435,981.00",17.75%,"$435,981.00",17.75%
47.,Sphinx,- -,United States of America,"$76,500.00","$83,800.00",91.29%,"$83,800.00",91.29%
48.,JannisZ,Jannis Matwin,Germany,"$76,485.50","$808,603.38",9.46%,"$808,603.38",9.46%
