Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
1.,MMing,"Chen, Yinan",China,"$413,496.52","$655,842.27",63.05%,"$655,842.27",63.05%
2.,Nannnnn,"Li, Nanjiang",China,"$391,280.15","$589,465.66",66.38%,"$589,465.66",66.38%
3.,ZpYan1,"Zhou, Pinyan",China,"$389,940.12","$601,248.68",64.86%,"$601,248.68",64.86%
4.,HS,"Wang, Yanwen",China,"$387,453.40","$568,638.27",68.14%,"$568,638.27",68.14%
5.,TGLTN,James Giezen,Australia,"$379,728.00","$688,393.75",55.16%,"$689,193.75",55.10%
6.,hwinn,Hunter Winn,United States of America,"$364,478.00","$682,636.94",53.39%,"$683,596.94",53.32%
7.,Shrimzy,Tristan Nowicky,United States of America,"$364,478.00","$663,240.69",54.95%,"$663,240.69",54.95%
8.,M1ME,Austin Scherff,United States of America,"$364,228.00","$635,070.19",57.35%,"$635,070.19",57.35%
9.,Kickstart,Matt Smith,United States of America,"$288,257.75","$442,836.44",65.09%,"$442,836.44",65.09%
10.,Roth,Dylan Short,United States of America,"$277,747.50","$337,334.53",82.34%,"$337,334.53",82.34%
11.,Shinboi,Nolan Burdick,Canada,"$276,070.25","$339,866.75",81.23%,"$339,866.75",81.23%
12.,Poonage,Brent Mullany,United States of America,"$276,070.25","$330,927.25",83.42%,"$330,927.25",83.42%
13.,Pio,"Cha, Seung Hoon",Republic of Korea,"$260,576.50","$905,087.92",28.79%,"$905,087.92",28.79%
14.,Inonix,"Na, Hee Joo",Republic of Korea,"$258,160.40","$641,890.92",40.22%,"$641,890.92",40.22%
15.,ESTH3R,"Go, Jeong-wan",Republic of Korea,"$248,760.40","$871,439.11",28.55%,"$871,858.71",28.53%
16.,Alphaca,"Bang, Ji Min",Republic of Korea,"$216,026.65","$247,053.40",87.44%,"$247,053.40",87.44%
17.,Loki,"Park, Jung Young",Republic of Korea,"$200,818.24","$1,229,651.79",16.33%,"$1,229,651.79",16.33%
18.,Summer,"Yu, Chuan",China,"$170,604.93","$417,052.39",40.91%,"$417,052.39",40.91%
19.,EviLLee,"Li, Jixing",China,"$170,604.93","$230,751.93",73.93%,"$230,751.93",73.93%
20.,Tank,"Zhong, Xin Ke",China,"$170,604.93","$229,534.11",74.33%,"$229,534.11",74.33%
21.,LingD,"Gu, Lei",China,"$170,604.93","$222,932.73",76.53%,"$222,932.73",76.53%
22.,Lu,Kirill Lukyanov,Russian Federation,"$166,553.48","$430,206.18",38.71%,"$430,206.18",38.71%
23.,BatulinS,Aleksandr Batulin,Russian Federation,"$164,053.48","$445,827.43",36.80%,"$452,327.43",36.27%
24.,spyrro,Yaroslav Kuvichko,Ukraine,"$164,053.48","$427,117.18",38.41%,"$427,117.18",38.41%
25.,PaG3,Paavo Voutilainen,Finland,"$154,442.84","$223,753.80",69.02%,"$223,753.80",69.02%
26.,TeaBone,Luke Alexander Crafer,U.K. of Great Britain and Northern Ireland,"$151,942.84","$244,346.93",62.18%,"$244,346.93",62.18%
27.,Forever,"Wu, Zheng",China,"$146,984.97","$308,128.59",47.70%,"$308,128.59",47.70%
28.,Beami,Benjamin Steffensen,Denmark,"$144,442.84","$180,926.01",79.84%,"$180,926.01",79.84%
29.,CRAZY112,"Dai, Aoqi",China,"$139,159.97","$271,522.81",51.25%,"$271,522.81",51.25%
30.,Curexi,Timi Henry Valtteri Tenhula,Finland,"$137,875.92","$194,030.70",71.06%,"$194,030.70",71.06%
31.,SzylzEN,Nahuel Balseiro,Argentina,"$136,253.50","$218,084.16",62.48%,"$218,084.16",62.48%
