Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
1.,NiKo,Nikola Kovač,Bosnia & Herzegovina,"$210,700.00","$1,300,569.23",16.20%,"$1,341,091.80",15.71%
2.,huNter,Nemanja Kovač,Bosnia & Herzegovina,"$210,700.00","$698,500.65",30.16%,"$739,000.65",28.51%
3.,m0NESY,Ilya Osipov,Russian Federation,"$210,700.00","$401,117.61",52.53%,"$442,317.61",47.64%
4.,HooXi,Rasmus Nielsen,Denmark,"$210,700.00","$397,399.70",53.02%,"$437,899.70",48.12%
5.,sjuush,Rasmus Beck,Denmark,"$146,000.00","$617,163.09",23.66%,"$639,163.09",22.84%
6.,cadiaN,Casper Møller,Denmark,"$146,000.00","$614,245.73",23.77%,"$623,345.73",23.42%
7.,stavn,Martin Lund,Denmark,"$146,000.00","$556,137.63",26.25%,"$563,137.63",25.93%
8.,TeSeS,René Madsen,Denmark,"$146,000.00","$540,740.92",27.00%,"$562,740.92",25.94%
9.,Jabbi,Jakob Nygaard,Denmark,"$146,000.00","$286,192.08",51.01%,"$293,192.08",49.80%
10.,flameZ,Shahar Shushan,Israel,"$125,866.67","$235,218.06",53.51%,"$398,518.06",31.58%
11.,siuhy,Kamil Szkaradek,Poland,"$96,100.00","$148,586.55",64.68%,"$227,486.55",42.24%
12.,iM,Ivan Mihai,Romania,"$92,200.00","$125,407.34",73.52%,"$256,707.34",35.92%
13.,nafany,Vladislav Gorshkov,Russian Federation,"$86,366.67","$608,833.92",14.19%,"$638,867.03",13.52%
14.,Jame,Dzhami Ali,Russian Federation,"$78,000.00","$607,867.72",12.83%,"$693,667.72",11.24%
15.,FL1T,Evgeniy Lebedev,Russian Federation,"$78,000.00","$373,461.05",20.89%,"$459,961.05",16.96%
16.,fame,Pyotr Bolyshev,Russian Federation,"$78,000.00","$251,455.10",31.02%,"$337,255.10",23.13%
17.,acoR,Frederik Gyldstrand,Denmark,"$76,700.00","$312,184.72",24.57%,"$324,284.72",23.65%
18.,Qikert,Aleksei Golubev,Kazakhstan,"$72,000.00","$604,154.13",11.92%,"$604,637.46",11.91%
19.,s1mple,Oleksandr Kostyljev,Ukraine,"$70,800.00","$1,718,355.32",4.12%,"$1,719,355.32",4.12%
20.,isak,Isak Fahlén,Sweden,"$63,789.79","$93,612.28",68.14%,"$106,312.28",60.00%
21.,Keoz,Nicolas Dgus,Belgium,"$63,700.00","$131,835.34",48.32%,"$143,970.34",44.25%
22.,Mir,Nikolay Bityukov,Russian Federation,"$60,750.00","$271,105.96",22.41%,"$359,105.96",16.92%
