Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
1.,Virtue,Jake Grannan,Australia,"$238,518.36","$393,731.82",60.58%,"$393,731.82",60.58%
2.,Alem4o,Karl Zarth,Brazil,"$238,518.36","$364,038.85",65.52%,"$364,038.85",65.52%
3.,Doki,Jack Robertson,U.K. of Great Britain and Northern Ireland,"$238,518.36","$335,944.77",71.00%,"$335,944.77",71.00%
4.,Benjamaster,Benjamin Dereli,Denmark,"$238,518.36","$287,797.12",82.88%,"$287,797.12",82.88%
5.,Herdsz,Gustavo Herdina,Brazil,"$228,091.35","$460,792.70",49.50%,"$460,792.70",49.50%
6.,Jv92,João Vitor,Brazil,"$228,091.35","$458,837.79",49.71%,"$458,837.79",49.71%
7.,Kheyze,Diego Zanello,Brazil,"$228,091.35","$458,584.37",49.74%,"$458,584.37",49.74%
8.,Blurr,Byron Murray,U.K. of Great Britain and Northern Ireland,"$212,000.00","$254,464.47",83.31%,"$254,464.47",83.31%
9.,Shaiiko,Stephane Lebleu,France,"$185,500.68","$591,099.76",31.38%,"$592,956.05",31.28%
10.,LikEfac,Théo Mariano,France,"$185,500.68","$252,122.64",73.58%,"$252,122.64",73.58%
11.,Elemzje,Bryan Tebessi,France,"$184,955.08","$517,196.08",35.76%,"$517,196.08",35.76%
12.,Renshiro,Olivier Vandroux,France,"$184,955.08","$510,989.39",36.20%,"$510,989.39",36.20%
13.,BriD,Loïc Chongthep,France,"$184,955.08","$464,540.23",39.81%,"$464,540.23",39.81%
14.,Iconic,David Ifidon,United States of America,"$140,000.00","$184,340.00",75.95%,"$184,340.00",75.95%
15.,FelipoX,Felipe De Lucia,Brazil,"$138,091.35","$451,599.24",30.58%,"$451,599.24",30.58%
16.,nade,Felipe Ferreira,Brazil,"$138,091.35","$347,480.13",39.74%,"$347,480.13",39.74%
17.,Spoit,William Löfstedt,Sweden,"$133,000.00","$188,631.98",70.51%,"$188,631.98",70.51%
18.,Kyno,Leonardo Figueiredo,Brazil,"$127,000.00","$218,490.00",58.13%,"$218,490.00",58.13%
19.,DiasLucasBr,Lucas Dias,Brazil,"$127,000.00","$153,430.00",82.77%,"$153,430.00",82.77%
20.,GMZ,Arthur Oliveira,Brazil,"$127,000.00","$152,440.00",83.31%,"$152,440.00",83.31%
21.,volpz,Gabriel Fernandes,Brazil,"$115,300.29","$160,189.25",71.98%,"$160,189.25",71.98%
22.,julio,Júlio Giacomelli,Brazil,"$90,000.00","$485,522.17",18.54%,"$488,009.02",18.44%
23.,FoxA,Davide Bucci,Canada,"$79,600.00","$261,087.18",30.49%,"$261,097.18",30.49%
24.,Dream,Mitch Malson,United States of America,"$79,600.00","$111,600.00",71.33%,"$111,600.00",71.33%
25.,Nuers,Ethan James,United States of America,"$79,600.00","$98,000.00",81.22%,"$98,000.00",81.22%
26.,Okillz,AbdulMohsen Saloum,Saudi Arabia,"$68,266.69","$208,484.94",32.74%,"$208,484.94",32.74%
27.,jlaDD,- -,Jordan,"$68,266.69","$198,950.93",34.31%,"$198,950.93",34.31%
28.,p9,Fahad -,Saudi Arabia,"$68,266.69","$195,486.60",34.92%,"$195,486.60",34.92%
29.,Joker619,Abdullah AbdulKareem,Saudi Arabia,"$68,266.69","$175,627.80",38.87%,"$175,627.80",38.87%
30.,VertcL,Franklyn Cordero,United States of America,"$54,400.00","$208,948.57",26.04%,"$208,948.57",26.04%
31.,J9O,Jack Burkard,United States of America,"$53,200.00","$110,340.00",48.21%,"$110,340.00",48.21%
32.,Forrest,Roman Breaux,United States of America,"$53,200.00","$108,960.00",48.83%,"$109,030.00",48.79%
33.,Q6Z,- -,Saudi Arabia,"$53,066.68","$178,201.73",29.78%,"$178,201.73",29.78%
34.,Yoggah,Evan Nelson,United States of America,"$52,600.00","$147,240.00",35.72%,"$147,240.00",35.72%
35.,Sweater,Jacob Bravico,United States of America,"$52,000.00","$61,660.00",84.33%,"$61,660.00",84.33%
36.,Cyber,Jaime Ramos,Brazil,"$45,627.64","$345,122.31",13.22%,"$345,122.31",13.22%
37.,soulz1,Lucas Schinke,Brazil,"$45,627.64","$300,911.38",15.16%,"$300,911.38",15.16%
