Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
1.,Matumbaman,Lasse Urpalainen,Finland,"$203,588.00","$4,873,086.24",4.18%,"$4,873,086.24",4.18%
2.,Puppey,Clement Ivanov,Estonia,"$203,588.00","$4,318,402.74",4.71%,"$4,319,622.80",4.71%
3.,Zai,Ludwig Wåhlberg,Sweden,"$203,588.00","$4,272,661.31",4.76%,"$4,292,756.02",4.74%
4.,Nisha,Michał Jankowski,Poland,"$203,588.00","$3,062,537.28",6.65%,"$3,062,537.28",6.65%
5.,YapzOr,Yazied Jaradat,Jordan,"$203,588.00","$2,297,190.64",8.86%,"$2,297,190.64",8.86%
6.,GH,Maroun Merhej,Lebanon,"$110,484.25","$4,294,387.60",2.57%,"$4,294,387.60",2.57%
7.,Miracle-,Amer Al-Barkawi,Jordan,"$109,122.80","$4,891,085.26",2.23%,"$4,891,085.26",2.23%
8.,MinD_ContRoL,Ivan Ivanov,Bulgaria,"$99,122.80","$4,701,434.94",2.11%,"$4,701,434.94",2.11%
9.,w33,Aliwi Omar,Romania,"$99,122.80","$2,294,325.43",4.32%,"$2,294,325.43",4.32%
10.,Boxi,Samuel Svahn,Sweden,"$82,884.80","$1,407,432.76",5.89%,"$1,449,454.46",5.72%
11.,iNsania,Aydin Sarkohi,Sweden,"$82,884.80","$1,396,835.85",5.93%,"$1,447,870.49",5.72%
12.,miCKE,Michael Vu,Sweden,"$82,884.80","$1,395,379.43",5.94%,"$1,443,447.22",5.74%
13.,Taiga,Tommy Le,Norway,"$82,884.80","$650,481.09",12.74%,"$651,478.86",12.72%
14.,qojqva,Maximilian Broecker,Germany,"$82,884.80","$365,748.28",22.66%,"$365,748.28",22.66%
15.,Somnus,"Lu, Yao",China,"$81,614.92","$3,311,116.16",2.46%,"$3,311,116.16",2.46%
16.,fy,"Xu, Linsen",China,"$81,614.92","$3,143,045.98",2.60%,"$3,143,045.98",2.60%
17.,Nightfall,Egor Grigorenko,Russian Federation,"$81,097.21","$887,459.40",9.14%,"$887,459.40",9.14%
18.,Save-,Vitalie Melnic,"Moldova, Republic of","$81,097.21","$783,202.21",10.35%,"$783,202.21",10.35%
19.,DM,Dmitrii Dorokhin,Russian Federation,"$81,097.21","$538,043.14",15.07%,"$538,043.14",15.07%
20.,Iceberg,Bogdan Vasilenko,Ukraine,"$80,571.40","$254,646.95",31.64%,"$254,646.95",31.64%
21.,xNova,"Yap, Jian Wei",Malaysia,"$77,723.24","$2,099,085.72",3.70%,"$2,099,085.72",3.70%
22.,Chalice,"Yang, Shenyi",China,"$77,723.24","$2,039,422.22",3.81%,"$2,039,422.22",3.81%
23.,gpk,Danil Skutin,Russian Federation,"$75,897.73","$838,898.80",9.05%,"$838,898.80",9.05%
24.,N0tail,Johan Sundstein,Denmark,"$75,571.40","$7,172,436.83",1.05%,"$7,184,163.05",1.05%
25.,Saksa,Martin Sazdov,The former Yugoslav Republic of Macedonia,"$75,571.40","$3,151,808.45",2.40%,"$3,151,808.45",2.40%
26.,old eLeVeN,"Ren, Yangwei",China,"$75,054.52","$1,570,475.37",4.78%,"$1,570,475.37",4.78%
27.,alwayswannafly,Andrii Bondarenko,Ukraine,"$72,571.40","$369,154.01",19.66%,"$369,341.45",19.65%
