Order,Player ID,Player Name,Country,Total earnings(year),Total Earnings(game),Percentage of Game,Total(Overall),Percentage of Total
1.,Radosin,Andrea Radovanović,France,"$315,588.04","$355,740.91",88.71%,"$355,740.91",88.71%
2.,Alpha54,Yanis Champenois,France,"$314,683.01","$550,836.54",57.13%,"$550,836.54",57.13%
3.,Zen,Alexis Bernier,France,"$312,928.57","$333,295.33",93.89%,"$333,295.33",93.89%
4.,rise.,Finlay Ferguson,U.K. of Great Britain and Northern Ireland,"$257,504.36","$456,199.88",56.45%,"$456,199.88",56.45%
5.,M0nkey M00n,Evan Rogez,France,"$240,089.88","$709,445.65",33.84%,"$709,445.65",33.84%
6.,Seikoo,Enzo Grondein,France,"$237,333.33","$540,655.72",43.90%,"$540,655.72",43.90%
7.,Daniel,Daniel Piecenski,United States of America,"$219,127.67","$373,079.03",58.73%,"$373,079.03",58.73%
8.,Beastmode,Landon Konerman,United States of America,"$191,111.00","$360,174.35",53.06%,"$360,174.35",53.06%
9.,comm,Robert Kyser,United States of America,"$183,843.34","$317,991.33",57.81%,"$317,991.33",57.81%
10.,Vatira,Axel Touret,France,"$178,345.06","$373,885.39",47.70%,"$373,885.39",47.70%
11.,ExoTiiK,Brice Bigeard,France,"$168,620.43","$249,693.24",67.53%,"$249,693.24",67.53%
12.,Rw9,Saleh Bakhashwin,Saudi Arabia,"$167,393.46","$229,277.21",73.01%,"$229,277.21",73.01%
13.,Itachi,Amine Benayachi,Morocco,"$165,500.00","$319,719.92",51.76%,"$319,719.92",51.76%
14.,Kiileerrz,Yazid Bakhashwin,Saudi Arabia,"$161,393.46","$215,708.85",74.82%,"$215,708.85",74.82%
15.,M7sN,Abdulmohsen Al-Khamis,Saudi Arabia,"$161,061.96","$227,173.61",70.90%,"$227,523.61",70.79%
16.,Trk511,Mohammed Alotaibi,Saudi Arabia,"$149,070.08","$329,741.34",45.21%,"$329,741.34",45.21%
17.,Ahmad,Ahmad Abdullah,Saudi Arabia,"$144,807.58","$332,991.39",43.49%,"$332,991.39",43.49%
18.,Oski,Oskar Gozdowski,Poland,"$129,165.75","$169,107.06",76.38%,"$169,107.06",76.38%
19.,Atow,Tristan Soyez,Belgium,"$128,249.49","$196,053.53",65.42%,"$196,053.53",65.42%
20.,AcroniK,Bruno Lopes,Portugal,"$126,500.00","$169,407.39",74.67%,"$169,407.39",74.67%
21.,noly,Joseph Kidd,U.K. of Great Britain and Northern Ireland,"$119,754.36","$301,913.96",39.67%,"$301,913.96",39.67%
22.,Chronic,Nick Iwanski,United States of America,"$113,800.00","$218,068.76",52.19%,"$218,068.76",52.19%
23.,ApparentlyJack,Jack Benton,U.K. of Great Britain and Northern Ireland,"$107,616.67","$285,559.49",37.69%,"$285,559.49",37.69%
24.,Nwpo,Hisham Alqadi,Saudi Arabia,"$91,876.39","$107,727.13",85.29%,"$107,727.13",85.29%
25.,Atomic,Massimo Franceschi,United States of America,"$87,600.00","$500,518.72",17.50%,"$500,518.72",17.50%
26.,Firstkiller,Jason Corral,United States of America,"$83,042.42","$450,458.72",18.44%,"$450,458.72",18.44%
27.,Chicago,Reed Wilen,United States of America,"$79,250.00","$539,830.38",14.68%,"$539,890.38",14.68%
28.,JKnaps,Jacob Knapman,Canada,"$73,833.33","$569,520.94",12.96%,"$569,520.94",12.96%
29.,mist,Nick Costello,United States of America,"$70,500.00","$318,517.08",22.13%,"$318,657.08",22.12%
30.,oKhaliD,Khalid Quasim,Saudi Arabia,"$61,438.13","$250,913.74",24.49%,"$250,913.74",24.49%
31.,crr,Cristian Fernandez,Spain,"$59,883.33","$192,929.99",31.04%,"$192,929.99",31.04%
32.,Sypical,Caden Pellegrin,United States of America,"$58,833.34","$442,646.72",13.29%,"$442,646.72",13.29%
33.,Joreuz,Joris Robben,Netherlands,"$56,233.34","$191,419.37",29.38%,"$191,419.37",29.38%
34.,Lj,Logan Wilt,United States of America,"$55,931.50","$110,401.48",50.66%,"$110,401.48",50.66%
35.,yanxnz,Yan Nolasco,Brazil,"$55,749.09","$356,962.42",15.62%,"$356,962.42",15.62%
36.,Arsenal,Tshaka Taylor,United States of America,"$55,058.33","$331,604.62",16.60%,"$331,604.62",16.60%
37.,Lostt,Gabriel Buzon,Brazil,"$54,933.34","$102,308.34",53.69%,"$102,308.34",53.69%
38.,archie,Archie Pickthall,U.K. of Great Britain and Northern Ireland,"$54,666.67","$188,767.30",28.96%,"$188,767.30",28.96%
39.,caard,Gabriel Vieira,Brazil,"$54,315.75","$384,670.85",14.12%,"$384,670.85",14.12%
40.,hockser,Colby James,United States of America,"$52,600.00","$117,332.86",44.83%,"$117,332.86",44.83%
41.,Reysbull,Victor Duran Parra,Chile,"$51,183.33","$177,976.64",28.76%,"$177,976.64",28.76%
42.,ajg,Lautaro Gusinsky,Argentina,"$49,783.33","$168,134.97",29.61%,"$168,134.97",29.61%
43.,eekso,Dylan Pickering,U.K. of Great Britain and Northern Ireland,"$46,333.34","$125,470.85",36.93%,"$125,470.85",36.93%
44.,AYYJAYY,Austin Aebi,United States of America,"$34,316.66","$348,999.28",9.83%,"$349,059.28",9.83%
45.,Joyo,Joe Young,U.K. of Great Britain and Northern Ireland,"$32,933.01","$201,684.72",16.33%,"$201,684.72",16.33%
46.,Senzo,Ahmed Ayed,Saudi Arabia,"$31,751.60","$64,000.43",49.61%,"$64,000.43",49.61%
47.,Smw,Osama Al-Humaidan,Saudi Arabia,"$31,751.60","$56,761.71",55.94%,"$56,761.71",55.94%
48.,Kash,Kurtis Cannon,U.K. of Great Britain and Northern Ireland,"$29,666.67","$76,897.25",38.58%,"$76,897.25",38.58%
49.,Retals,Slater Thomas,United States of America,"$29,500.00","$295,711.23",9.98%,"$295,711.23",9.98%
50.,MaJicBear,Christopher Acevedo,United States of America,"$29,333.33","$80,153.98",36.60%,"$80,153.98",36.60%
51.,kv1,Danilo Michelini,Brazil,"$28,650.00","$66,670.00",42.97%,"$66,670.00",42.97%
52.,nxghtt,Olímpio Torres,Brazil,"$28,366.67","$75,390.24",37.63%,"$75,390.24",37.63%
53.,Drufinho,Arthur Langsch Miguel,Brazil,"$28,366.67","$69,956.57",40.55%,"$69,956.57",40.55%
54.,juicy,Charles Sabiani,France,"$28,250.00","$62,334.56",45.32%,"$62,359.56",45.30%
55.,droppz,Guilherme Siqueira,Brazil,"$27,700.00","$49,489.65",55.97%,"$49,489.65",55.97%
56.,Venom,Yahya Alghamdi,Saudi Arabia,"$27,644.45","$47,738.99",57.91%,"$47,738.99",57.91%
57.,brad,Pedro Lima,Brazil,"$27,633.33","$47,423.65",58.27%,"$47,423.65",58.27%
